district_name,state_name,confidence_tier,Overall_MAI,Rank_Overall,Chronic_MAI,Rank_Chronic,Acute_MAI,Rank_Acute,health_momentum,health_momentum_low_conf,economic_momentum,climate_momentum,rank_health,rank_econ,rank_climate,Momentum_Score,Quadrant
GANDERBAL,JAMMU KASHMIR,MEDIUM,16.954162128999396,597,18.92965153855721,573,21.354637711738057,572,3.0249999999999995,False,50.89019906807546,55.88754384801463,82.03125,85.3125,65.0,77.44791666666667,Emerging
PULWAMA,JAMMU KASHMIR,MEDIUM,27.0005285403171,530,32.04796442772617,459,33.72790056353357,478,4.124999999999999,False,30.319275946858106,44.70633281058086,86.71875,57.8125,57.65625,67.39583333333333,Emerging
SHUPIYAN,JAMMU KASHMIR,LOW,12.42982395983866,621,15.226547353356906,596,16.667882145746457,593,7.6000000000000005,False,77.72257864862358,38.17814006079954,97.03125,93.75,54.37499999999999,81.71875,Emerging
ANANTNAG,JAMMU KASHMIR,MEDIUM,23.860347528115415,560,25.3488772779174,519,25.077974860427265,538,2.625,False,33.216325907468054,-20.18,80.625,64.53125,4.53125,49.895833333333336,Emerging
KULGAM,JAMMU KASHMIR,MEDIUM,20.73960431723532,582,18.9156492845481,574,23.67146624277759,556,2.999999999999999,False,47.43327451192981,47.24732592099687,81.875,82.34375,60.0,74.73958333333333,Emerging
DODA,JAMMU KASHMIR,MEDIUM,15.274215231394958,608,17.277855245547542,584,14.669799261806778,602,1.4499999999999993,False,50.24026877925446,-47.2,19.53125,84.6875,1.7187500000000002,35.3125,Watch
RAMBAN,JAMMU KASHMIR,MEDIUM,16.75443442769575,600,16.93778337685577,588,20.99654292431788,575,5.999999999999999,False,21.762584251745967,33.5313366322968,95.0,43.28125,50.0,62.760416666666664,Emerging
KISHTWAR,JAMMU KASHMIR,MEDIUM,7.57871392670307,635,7.520956984283156,632,11.444495648845004,613,7.9,False,79.2442770737272,30.39065059734373,97.5,94.21875,47.65625,79.79166666666667,Emerging
UDHAMPUR,JAMMU KASHMIR,MEDIUM,23.39763678131642,563,26.419155427075292,507,24.11128080693803,550,3.2749999999999977,False,6.399325491813207,-64.59,83.28125,19.375,0.625,34.427083333333336,Watch
REASI,JAMMU KASHMIR,MEDIUM,20.19867380397914,585,16.944448850703022,587,24.762493800185258,544,5.75,False,-13.7657381997486,28.648488385980436,89.6875,2.8125,45.625,46.041666666666664,Watch
JAMMU,JAMMU KASHMIR,MEDIUM,54.1699480347536,200,59.269617564429986,158,59.51070877402316,195,2.1499999999999995,False,5.63463161189052,-47.42,50.07812499999999,18.75,1.5625,23.463541666666668,Harvest
SAMBA,JAMMU KASHMIR,MEDIUM,42.12235311781581,355,49.64114947280949,257,50.746547160851385,294,1.5249999999999995,False,13.17205532572646,44.73361949122075,20.078125,29.375,57.8125,35.755208333333336,Watch
CHAMBA,HIMACHAL PRADESH,MEDIUM,19.65823432209842,586,17.993274289260768,579,14.315176092721622,606,8.325,False,16.261725092385877,-35.46,97.65625,34.53125,2.5,44.895833333333336,Watch
KANGRA,HIMACHAL PRADESH,MEDIUM,42.44994148237986,348,38.61834130843131,380,33.99908554563809,474,3.200000000000001,False,34.655620961892346,-39.92,82.65625,66.71875,2.03125,50.46875,Emerging
LAHUL SPITI,HIMACHAL PRADESH,MEDIUM,10.029680371700742,628,16.707844717330744,591,7.6851503768121745,621,11.75,False,115.97829791861992,-12.77,99.84375,97.96875,6.406249999999999,68.07291666666667,Emerging
KULLU,HIMACHAL PRADESH,MEDIUM,20.74967143470012,581,19.603322067429534,570,16.44352023130341,594,9.975,False,21.171096338711433,34.64,99.375,42.5,50.625,64.16666666666667,Emerging
MANDI,HIMACHAL PRADESH,MEDIUM,33.32052436669041,467,31.773117058087813,461,25.857679812028977,532,5.824999999999999,False,39.55003765371955,-13.27,90.0,72.96875,5.9375,56.302083333333336,Emerging
HAMIRPUR,HIMACHAL PRADESH,MEDIUM,33.34282477069389,463,38.4755676922009,385,23.22090868195267,562,-1.825000000000001,False,36.7735989487771,-25.03,5.15625,69.21875,3.4375000000000004,25.9375,Watch
UNA,HIMACHAL PRADESH,MEDIUM,36.588012974543915,421,45.15381120631472,303,26.979915206610876,519,0.40000000000000036,False,38.15158968231135,-7.21,11.71875,71.40625,11.5625,31.5625,Watch
BILASPUR,HIMACHAL PRADESH,MEDIUM,29.711252771830477,509,33.711710756676496,438,21.359074231458592,571,4.049999999999999,False,42.26174886530173,-8.39,86.40625,76.40625,10.3125,57.708333333333336,Emerging
SOLAN,HIMACHAL PRADESH,MEDIUM,37.94255361440487,408,47.65166489567582,275,28.75885160956695,504,7.049999999999999,False,34.90306971141969,-22.4,96.5625,67.1875,3.75,55.833333333333336,Emerging
SIRMAUR,HIMACHAL PRADESH,MEDIUM,25.58124084144935,540,26.296251616673832,509,19.505270345632635,579,9.124999999999998,False,24.35991438707123,-20.7,98.90625,48.28125,4.0625,50.416666666666664,Emerging
SHIMLA,HIMACHAL PRADESH,MEDIUM,29.61433084213888,510,30.454809994527405,479,22.062832280593884,569,7.125,False,45.37225260785595,23.14,96.71875,79.6875,39.0625,71.82291666666667,Emerging
KINNAUR,HIMACHAL PRADESH,MEDIUM,12.023621040479869,623,17.057761806790314,586,8.883939230982639,619,9.975000000000001,False,18.90203022935663,34.97,99.53125,37.8125,50.9375,62.760416666666664,Emerging
GURDASPUR,PUNJAB,HIGH,52.286779605197864,220,64.06423696086688,108,44.481389997762335,363,2.1499999999999995,True,27.10588361272684,-52.7,50.07812499999999,53.28125,1.09375,34.817708333333336,Harvest
KAPURTHALA,PUNJAB,HIGH,52.05898171090292,223,68.41588609826628,83,45.35533426869608,354,2.1499999999999995,True,42.27302487206779,-2.74,50.07812499999999,76.5625,14.84375,47.161458333333336,Harvest
JALANDHAR,PUNJAB,HIGH,65.9008319229362,93,81.50260952369605,23,60.288615599071115,187,2.1499999999999995,True,37.6240854397708,-35.92,50.07812499999999,70.78125,2.34375,41.067708333333336,Harvest
HOSHIARPUR,PUNJAB,HIGH,51.2235840315787,240,59.98245290220626,148,41.82759970176099,391,2.1499999999999995,True,40.89051355902774,-48.52,50.07812499999999,74.0625,1.40625,41.848958333333336,Harvest
SHAHID BHAGAT SINGH NAGAR,PUNJAB,MEDIUM,42.0362435537116,356,57.30918059916744,177,36.00257765868709,459,2.1499999999999995,True,88.09650525722914,-44.72,50.07812499999999,95.78125,1.875,49.244791666666664,Emerging
FATEHGARH SAHIB,PUNJAB,HIGH,43.518993447447016,332,64.85125801323156,102,36.630237851030685,448,2.1499999999999995,True,36.97882118350249,-19.58,50.07812499999999,69.53125,4.6875,41.432291666666664,Watch
LUDHIANA,PUNJAB,HIGH,77.58851659342018,28,89.83301902494816,6,73.21583093760478,63,2.1499999999999995,True,31.74816032481118,-28.6,50.07812499999999,60.46875000000001,2.96875,37.838541666666664,Harvest
MOGA,PUNJAB,HIGH,38.7050381088238,404,60.31984232802519,146,30.928623189076394,492,2.1499999999999995,True,31.519174000773592,-11.43,50.07812499999999,59.84374999999999,7.656250000000001,39.19270833333333,Watch
FIROZPUR,PUNJAB,MEDIUM,45.04889013575541,311,60.767481106774405,142,36.58182692570236,451,2.1499999999999995,True,22.842202805402714,-4.55,50.07812499999999,45.46875,13.359375000000002,36.302083333333336,Harvest
MUKTSAR,PUNJAB,LOW,50.33572452765127,252,59.416945775399256,156,47.79630356610689,330,2.1499999999999995,True,30.63351567834125,8.49,50.07812499999999,58.28124999999999,25.3125,44.557291666666664,Harvest
FARIDKOT,PUNJAB,HIGH,33.63876459407032,460,54.12275688105639,210,26.967555740327175,520,2.1499999999999995,True,20.081819557100967,-4.23,50.07812499999999,39.84375,13.593749999999998,34.505208333333336,Watch
BATHINDA,PUNJAB,HIGH,54.81821327132942,191,70.94597156111219,63,56.06067057550342,235,2.1499999999999995,True,11.742567420737556,8.19,50.07812499999999,27.65625,25.156250000000004,34.296875,Harvest
MANSA,PUNJAB,MEDIUM,40.42472901057597,381,51.51820081830305,238,40.52781491356925,409,2.1499999999999995,True,14.404122374538813,79.25959496936993,50.07812499999999,31.874999999999996,74.21875,52.057291666666664,Emerging
PATIALA,PUNJAB,HIGH,67.79602384794711,75,79.75585412041085,30,65.50238899323374,129,2.1499999999999995,True,33.08167563277069,-10.84,50.07812499999999,63.74999999999999,8.28125,40.70312499999999,Harvest
AMRITSAR,PUNJAB,HIGH,61.967881614481925,122,75.86445488089763,49,57.10631131486078,224,2.1499999999999995,True,16.578587256176444,-38.72,50.07812499999999,34.84375,2.1875,29.036458333333332,Harvest
TARN TARAN,PUNJAB,MEDIUM,49.19162955875166,263,61.17232651578482,138,47.37547299242736,336,2.1499999999999995,True,0.09126705708462697,76.87822969441467,50.07812499999999,13.125,73.4375,45.546875,Harvest
RUPNAGAR,PUNJAB,HIGH,45.48070776945326,307,61.65887233267069,133,38.30603138645777,431,2.1499999999999995,True,31.874648430152675,-34.64,50.07812499999999,60.78125,2.65625,37.838541666666664,Harvest
SAHIBZADA AJIT SINGH NAGAR,PUNJAB,LOW,61.686146890937586,125,74.01767242583416,53,61.31763163400238,170,2.1499999999999995,True,34.61593879233654,88.63547703652524,50.07812499999999,66.5625,77.65625,64.765625,Invest Now
SANGRUR,PUNJAB,HIGH,52.55015042188219,218,64.3795836436487,105,45.92874349220358,349,2.1499999999999995,True,29.271798694481344,-7.49,50.07812499999999,56.71874999999999,11.25,39.34895833333333,Harvest
BARNALA,PUNJAB,MEDIUM,41.81624074096296,361,57.90891680346263,166,39.67042769342322,412,2.1499999999999995,True,26.390684806279,73.83825140208307,50.07812499999999,51.87500000000001,71.40625,57.786458333333336,Emerging
CHANDIGARH,CHANDIGARH,HIGH,68.10630206912923,72,85.96180061328526,12,56.918768612937576,230,2.1499999999999995,True,10.523088928324322,3.6,50.07812499999999,25.624999999999996,20.625,32.10937499999999,Harvest
UTTARKASHI,UTTARAKHAND,LOW,26.061767350929564,538,31.32697319181305,464,24.624816513715068,545,2.1499999999999995,True,5.279101993779268,-8.82,50.07812499999999,18.125,10.0,26.067708333333332,Watch
CHAMOLI,UTTARAKHAND,HIGH,29.40988815940495,514,23.54267717723181,538,28.7516593732882,505,2.1499999999999995,True,4.49361819264052,89.32,50.07812499999999,16.875,78.125,48.359375,Watch
RUDRAPRAYAG,UTTARAKHAND,LOW,27.807435857071976,525,34.07438212913055,431,27.32006447852653,517,2.1499999999999995,True,23.329317538626864,0.92,50.07812499999999,46.5625,18.28125,38.307291666666664,Watch
TEHRI GARHWAL,UTTARAKHAND,HIGH,33.83011735634109,455,28.54941027752926,490,35.925308696577886,460,2.1499999999999995,True,26.818655344360202,59.59,50.07812499999999,52.81249999999999,66.71875,56.536458333333336,Emerging
DEHRADUN,UTTARAKHAND,HIGH,70.23336330353145,56,74.5519515235026,52,73.85165924143763,57,2.1499999999999995,True,36.617082524233965,-22.96,50.07812499999999,69.0625,3.5937499999999996,40.911458333333336,Harvest
GARHWAL,UTTARAKHAND,LOW,36.46122332769,422,36.201981543523175,408,37.02576293918964,440,2.1499999999999995,True,64.94064196997743,23.97,50.07812499999999,91.25,39.84375,60.390625,Emerging
PITHORAGARH,UTTARAKHAND,HIGH,26.654529520684004,533,24.212402378767703,530,20.84794794306853,576,2.1499999999999995,True,-16.809687107818952,-9.38,50.07812499999999,1.875,9.6875,20.546874999999996,Watch
BAGESHWAR,UTTARAKHAND,MEDIUM,26.534317132031077,535,24.99400727467495,523,23.52831852408264,558,2.1499999999999995,True,34.511680592543264,36.81925406135525,50.07812499999999,66.25,52.65625000000001,56.328125,Emerging
ALMORA,UTTARAKHAND,HIGH,32.67346839602711,481,26.19563325878293,510,35.13246104596733,467,2.1499999999999995,True,24.582720515022324,53.68,50.07812499999999,49.0625,63.74999999999999,54.296875,Emerging
CHAMPAWAT,UTTARAKHAND,HIGH,20.36161099213847,584,23.717295992635503,535,12.963911258776903,609,2.1499999999999995,True,16.689833561022542,-11.4,50.07812499999999,35.15625,7.8125,31.015625,Watch
NAINITAL,UTTARAKHAND,HIGH,46.786983039865554,290,44.3060208138402,314,50.035005859930536,301,2.1499999999999995,True,48.32461119030506,-12.5,50.07812499999999,83.59375,6.875000000000001,46.848958333333336,Harvest
UDHAM SINGH NAGAR,UTTARAKHAND,MEDIUM,50.1458584715872,254,62.41719908239294,121,51.69837503390414,282,2.1499999999999995,True,24.522239917441084,11.54,50.07812499999999,48.75,26.875,41.901041666666664,Harvest
HARDWAR,UTTARAKHAND,HIGH,67.52113146067366,76,75.25440196920336,50,69.97356672715944,86,2.1499999999999995,True,26.003156865936866,35.63,50.07812499999999,51.5625,51.40625,51.015625,Invest Now
PANCHKULA,HARYANA,MEDIUM,41.937386367895805,360,59.75762706578045,151,40.77983099094129,403,2.1499999999999995,True,25.359628472203756,10.67,50.07812499999999,50.9375,26.5625,42.526041666666664,Watch
AMBALA,HARYANA,MEDIUM,51.00118331337996,244,65.76414946987968,96,53.0761576150085,265,2.1499999999999995,True,31.843437427582167,29.86,50.07812499999999,60.62499999999999,47.03125,52.578125,Invest Now
YAMUNANAGAR,HARYANA,MEDIUM,51.36233315951777,238,62.06504475616204,128,51.298622772443224,285,2.1499999999999995,True,8.006016399008619,37.88,50.07812499999999,21.40625,53.90625,41.796875,Harvest
KURUKSHETRA,HARYANA,MEDIUM,43.95637070810814,327,59.874819355605105,149,43.680852182066246,371,2.1499999999999995,True,23.915254283913043,75.27,50.07812499999999,47.34375,72.1875,56.536458333333336,Emerging
KAITHAL,HARYANA,MEDIUM,39.72479812893142,391,50.454867428559645,249,40.73778341946985,405,2.1499999999999995,True,10.699980975954952,88.02,50.07812499999999,25.78125,77.5,51.119791666666664,Emerging
KARNAL,HARYANA,MEDIUM,50.104594144307825,256,61.24230729915931,137,53.70897023962342,259,2.1499999999999995,True,13.282578778870507,74.12,50.07812499999999,29.6875,71.71875,50.494791666666664,Invest Now
PANIPAT,HARYANA,MEDIUM,50.986805385283226,245,67.49530096534413,88,51.27960953640704,286,2.1499999999999995,True,7.904202683208069,96.45,50.07812499999999,21.09375,79.84375,50.338541666666664,Invest Now
SONIPAT,HARYANA,MEDIUM,52.213222677163074,221,67.68920349659754,87,55.75393647682571,238,2.1499999999999995,True,20.785803112255934,81.54,50.07812499999999,41.71875,75.15625,55.651041666666664,Invest Now
JIND,HARYANA,MEDIUM,47.0450795366266,286,52.98273727397954,220,54.16596596666031,254,2.1499999999999995,True,23.96506547268931,108.29,50.07812499999999,47.5,83.125,60.234375,Invest Now
FATEHABAD,HARYANA,MEDIUM,38.626452904479905,405,47.421244814301275,279,42.594218613158944,384,2.1499999999999995,True,33.149446287852356,156.64,50.07812499999999,64.0625,90.9375,68.359375,Emerging
SIRSA,HARYANA,MEDIUM,41.754382475777376,363,49.96497838033277,254,43.77066582953149,369,2.1499999999999995,True,35.65244981709147,169.21,50.07812499999999,68.4375,92.65625,70.390625,Emerging
HISAR,HARYANA,MEDIUM,51.10214062967942,242,57.07642964935849,180,57.48362813587352,220,2.1499999999999995,True,34.52610245910132,149.23,50.07812499999999,66.40625,90.0,68.828125,Invest Now
BHIWANI,HARYANA,MEDIUM,46.2606655515264,299,52.859367620312746,221,52.29968989061504,271,2.1499999999999995,True,9.440786285160337,159.2,50.07812499999999,23.4375,91.25,54.921875,Invest Now
ROHTAK,HARYANA,MEDIUM,44.55718237625421,317,61.32166748146916,134,47.04314875549187,339,2.1499999999999995,True,20.193779394793996,88.88,50.07812499999999,40.46875,77.96875,56.171875,Invest Now
JHAJJAR,HARYANA,MEDIUM,50.977876493604846,246,65.22601513419653,99,56.79195672272538,231,2.1499999999999995,True,26.941955872292176,148.61,50.07812499999999,52.96875,89.84375,64.296875,Invest Now
MAHENDRAGARH,HARYANA,MEDIUM,40.79976118520519,375,52.487894492674734,223,44.44003990109317,364,2.1499999999999995,True,9.679441454080385,100.3,50.07812499999999,24.0625,81.09375,51.744791666666664,Emerging
REWARI,HARYANA,MEDIUM,47.95038076189681,278,63.71727228085744,111,50.936712812927986,290,2.1499999999999995,True,23.039379741252255,83.24,50.07812499999999,45.625,76.09375,57.265625,Invest Now
GURGAON,HARYANA,LOW,60.34461356381509,129,72.61673658429147,59,62.9036296365598,153,2.1499999999999995,True,26.770408912855682,72.53,50.07812499999999,52.65625000000001,70.9375,57.890625,Invest Now
MEWAT,HARYANA,LOW,41.954377582726984,359,52.98584594046353,219,49.4562806802393,311,2.1499999999999995,True,37.01653557089711,80.63471791625612,50.07812499999999,69.6875,74.53125,64.765625,Emerging
FARIDABAD,HARYANA,MEDIUM,55.991511405092595,176,72.59630080487428,60,57.17362593044171,222,2.1499999999999995,True,7.732062925704374,75.78,50.07812499999999,20.78125,72.5,47.786458333333336,Harvest
PALWAL,HARYANA,MEDIUM,38.77520326711935,402,54.656456487067686,206,41.73871188939716,393,2.1499999999999995,True,27.17588697968314,38.18443552980497,50.07812499999999,53.59374999999999,54.53125,52.734375,Emerging
NORTH WEST,DELHI,MEDIUM,73.79418312557084,44,84.96315112920631,15,76.46593741582797,45,2.1499999999999995,True,-7.236754383943207,36.80187100654163,50.07812499999999,5.15625,52.5,35.911458333333336,Harvest
NORTH,DELHI,MEDIUM,77.38714975150664,29,87.99067082074335,9,75.77488847180233,47,2.1499999999999995,True,-0.5047499771033197,30.178583809200248,50.07812499999999,12.03125,47.5,36.536458333333336,Harvest
NORTH EAST,DELHI,MEDIUM,62.989253299489114,114,82.26517926307653,20,59.516616292584835,194,2.1499999999999995,True,-6.399331846362425,-5.10265440328439,50.07812499999999,5.78125,12.968750000000002,22.942708333333332,Harvest
EAST,DELHI,MEDIUM,72.87454715260108,48,85.76119078409545,13,68.154261233593,101,2.1499999999999995,True,-6.575895419001955,-54.41663110936608,50.07812499999999,5.625,0.78125,18.828124999999996,Harvest
NEW DELHI,DELHI,MEDIUM,57.20076980500814,161,76.55751090064823,43,55.57073585732707,241,2.1499999999999995,True,-2.6901895476782283,22.845764614612733,50.07812499999999,9.375,38.90625,32.786458333333336,Harvest
CENTRAL,DELHI,MEDIUM,71.46862132395032,53,87.98602874141676,10,65.8694805739994,125,2.1499999999999995,True,-2.9384347739220997,13.77,50.07812499999999,8.75,29.375,29.401041666666668,Harvest
WEST,DELHI,MEDIUM,82.60153428703161,11,88.235040921555,7,83.21324442917944,19,2.1499999999999995,True,-5.308846033178797,19.38629104645195,50.07812499999999,6.5625,35.625,30.755208333333332,Harvest
SOUTH WEST,DELHI,MEDIUM,68.19107720254803,70,80.13883929718912,26,75.0816677842513,48,2.1499999999999995,True,10.301630185780333,28.293436893947806,50.07812499999999,25.3125,44.84375,40.078125,Harvest
SOUTH,DELHI,MEDIUM,74.16336902570421,43,83.17055627693493,18,74.07815135870892,55,2.1499999999999995,True,-1.7901074731773727,-22.095777133384253,50.07812499999999,10.46875,3.90625,21.484375,Harvest
GANGANAGAR,RAJASTHAN,HIGH,39.099029302450745,398,35.64146333167865,416,47.22483018013967,338,2.1499999999999995,True,35.95455248172482,120.7,50.07812499999999,68.59375,85.15625,67.94270833333333,Emerging
HANUMANGARH,RAJASTHAN,HIGH,34.06300241794074,449,30.028237146146967,480,43.05277424323756,376,2.1499999999999995,True,42.74428892955521,108.56,50.07812499999999,77.5,83.4375,70.33854166666667,Emerging
BIKANER,RAJASTHAN,HIGH,31.32087579003759,492,23.278734131191257,543,36.902686828132914,445,2.1499999999999995,True,31.4134427449199,110.23,50.07812499999999,59.68750000000001,83.90625,64.55729166666667,Emerging
CHURU,RAJASTHAN,HIGH,39.36372858075237,394,25.81022192055465,516,52.96027980311228,266,2.1499999999999995,True,11.816128578737043,86.82,50.07812499999999,27.968749999999996,76.875,51.640625,Emerging
JHUNJHUNUN,RAJASTHAN,MEDIUM,40.80941705511963,374,38.51120944052036,383,52.20846198690117,274,2.1499999999999995,True,9.560453965458178,47.95,50.07812499999999,23.90625,60.9375,44.973958333333336,Watch
ALWAR,RAJASTHAN,HIGH,55.21402438077004,186,55.93193714676016,193,64.73550920563352,138,2.1499999999999995,True,0.17384025698330316,25.72,50.07812499999999,13.4375,41.875,35.130208333333336,Harvest
BHARATPUR,RAJASTHAN,HIGH,43.100015299366795,338,42.16260594759921,338,52.09700760614089,278,2.1499999999999995,True,11.649694024251492,45.39,50.07812499999999,27.500000000000004,58.4375,45.338541666666664,Watch
DHAULPUR,RAJASTHAN,MEDIUM,25.434348143985417,543,24.822515938349827,524,34.71975752704087,472,2.1499999999999995,True,7.488660895392788,77.88,50.07812499999999,20.3125,73.59375,47.994791666666664,Watch
KARAULI,RAJASTHAN,HIGH,34.0553006832761,450,33.16415502620766,447,46.90565784489415,341,2.1499999999999995,True,-10.143195313700295,17.48,50.07812499999999,3.75,33.75,29.192708333333332,Watch
SAWAI MADHOPUR,RAJASTHAN,HIGH,32.48699571876533,483,29.48690683109546,484,41.76383881613869,392,2.1499999999999995,True,-1.8668812678937725,7.23,50.07812499999999,10.3125,24.53125,28.307291666666668,Watch
DAUSA,RAJASTHAN,HIGH,42.53840572996692,347,47.28443701571061,281,52.21038476054131,273,2.1499999999999995,True,-5.194968567420528,14.08,50.07812499999999,6.875000000000001,29.6875,28.880208333333332,Watch
JAIPUR,RAJASTHAN,HIGH,62.68893873029459,118,65.25505922165853,98,72.9246031223095,64,2.1499999999999995,True,13.117754995252273,19.21,50.07812499999999,29.21875,35.15625,38.151041666666664,Harvest
SIKAR,RAJASTHAN,HIGH,53.15911545717826,209,42.9210753660225,330,67.95177591582755,103,2.1499999999999995,True,10.706202879540639,45.33,50.07812499999999,25.937500000000004,58.28124999999999,44.765625,Harvest
NAGAUR,RAJASTHAN,HIGH,46.65592576224828,294,31.0583126026378,468,62.6770823267851,154,2.1499999999999995,True,11.46000393082372,31.88,50.07812499999999,27.187499999999996,48.75,42.00520833333333,Harvest
JODHPUR,RAJASTHAN,HIGH,47.059917138150055,285,39.09284819395479,377,61.07125612478564,172,2.1499999999999995,True,7.812791521799599,52.85,50.07812499999999,20.9375,63.28125,44.765625,Harvest
JAISALMER,RAJASTHAN,HIGH,10.491813726400204,626,7.34889587192681,634,19.14152775312402,581,2.1499999999999995,True,45.362085049784795,191.37,50.07812499999999,79.53125,95.625,75.078125,Emerging
BARMER,RAJASTHAN,HIGH,31.505420063994546,490,15.901285137537974,592,45.68920077226824,350,2.1499999999999995,True,45.819889144567895,290.3,50.07812499999999,80.3125,97.8125,76.06770833333333,Emerging
JALOR,RAJASTHAN,MEDIUM,29.38400153956303,515,21.994711961527084,556,40.6669759095881,406,2.1499999999999995,True,32.35169522300526,145.85,50.07812499999999,61.71875,89.6875,67.16145833333333,Emerging
SIROHI,RAJASTHAN,HIGH,27.4643954405477,528,24.30706666783996,529,37.584500166797255,436,2.1499999999999995,True,35.451580807710606,30.56,50.07812499999999,67.96875,47.96875,55.338541666666664,Emerging
PALI,RAJASTHAN,HIGH,37.73701284082646,413,28.064752059311044,495,47.853707179257086,329,2.1499999999999995,True,30.54349606737939,46.85,50.07812499999999,58.12500000000001,59.21875,55.807291666666664,Emerging
AJMER,RAJASTHAN,HIGH,51.2742388947938,239,43.20407269781329,326,63.56199718024104,149,2.1499999999999995,True,17.373699493383235,33.1,50.07812499999999,36.09375,49.21875,45.130208333333336,Harvest
TONK,RAJASTHAN,HIGH,30.73634092175372,496,24.384828941172348,528,38.47035293084357,429,2.1499999999999995,True,30.128012028062745,20.07,50.07812499999999,57.34375000000001,36.328125,47.916666666666664,Watch
BUNDI,RAJASTHAN,HIGH,25.538566320765373,541,23.6938425182554,536,28.62312104821976,508,2.1499999999999995,True,12.211634112009385,4.83,50.07812499999999,28.281250000000004,21.71875,33.359375,Watch
BHILWARA,RAJASTHAN,HIGH,39.35833372942151,395,35.26300119810712,418,44.54843553034773,361,2.1499999999999995,True,27.360577626846847,12.3,50.07812499999999,53.90625,27.187499999999996,43.723958333333336,Watch
RAJSAMAND,RAJASTHAN,HIGH,36.278783953458216,425,34.61895229641358,425,47.28354877704612,337,2.1499999999999995,True,15.465462198441601,53.94,50.07812499999999,33.125,64.0625,49.088541666666664,Watch
DUNGARPUR,RAJASTHAN,HIGH,28.398323443947387,522,18.021853858435204,578,42.78662325956428,380,2.1499999999999995,True,32.69591018071068,37.97,50.07812499999999,62.34375,54.0625,55.494791666666664,Emerging
BANSWARA,RAJASTHAN,HIGH,31.10863209142073,493,22.532952949034133,552,42.10357300894588,388,2.1499999999999995,True,39.936072532948074,28.66,50.07812499999999,73.28125,45.78125,56.380208333333336,Emerging
CHITTAURGARH,RAJASTHAN,MEDIUM,34.436415052987066,448,34.33550437348566,429,42.07730218500858,389,2.1499999999999995,True,2.948169475676368,20.07,50.07812499999999,15.46875,36.328125,33.958333333333336,Watch
KOTA,RAJASTHAN,HIGH,53.35604588707945,208,56.558196871874586,185,60.53412206565106,181,2.1499999999999995,True,13.107976759150889,15.72,50.07812499999999,29.062500000000004,31.5625,36.901041666666664,Harvest
BARAN,RAJASTHAN,HIGH,34.79916990538425,445,29.71779149844101,483,43.10231478485595,375,2.1499999999999995,True,6.2791537434086635,42.77,50.07812499999999,19.0625,56.40625,41.848958333333336,Watch
JHALAWAR,RAJASTHAN,HIGH,33.339586222468014,464,27.50683295109091,500,37.257776256265245,438,2.1499999999999995,True,9.47189632998947,16.72,50.07812499999999,23.59375,33.125,35.598958333333336,Watch
